Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp Atk,Sp Def,Speed,Generation,Legendary,Img
AegislashBlade Forme,Steel,Ghost,520,60,150,50,150,50,60,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10026.png
AegislashShield Forme,Steel,Ghost,520,60,50,150,50,150,60,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/681.png
Spritzee,Fairy,,341,78,52,60,63,65,23,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/682.png
Aromatisse,Fairy,,462,101,72,72,99,89,29,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/683.png
Swirlix,Fairy,,341,62,48,66,59,57,49,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/684.png
Slurpuff,Fairy,,480,82,80,86,85,75,72,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/685.png
Inkay,Dark,Psychic,288,53,54,53,37,46,45,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/686.png
Malamar,Dark,Psychic,482,86,92,88,68,75,73,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/687.png
Binacle,Rock,Water,306,42,52,67,39,56,50,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/688.png
Barbaracle,Rock,Water,500,72,105,115,54,86,68,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/689.png
Skrelp,Poison,Water,320,50,60,60,60,60,30,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/690.png
Dragalge,Poison,Dragon,494,65,75,90,97,123,44,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/691.png
Clauncher,Water,,330,50,53,62,58,63,44,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/692.png
Clawitzer,Water,,500,71,73,88,120,89,59,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/693.png
Helioptile,Electric,Normal,289,44,38,33,61,43,70,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/694.png
Heliolisk,Electric,Normal,481,62,55,52,109,94,109,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/695.png
Tyrunt,Rock,Dragon,362,58,89,77,45,45,48,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/696.png
Tyrantrum,Rock,Dragon,521,82,121,119,69,59,71,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/697.png
Amaura,Rock,Ice,362,77,59,50,67,63,46,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/698.png
Aurorus,Rock,Ice,521,123,77,72,99,92,58,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/699.png
Sylveon,Fairy,,525,95,65,65,110,130,60,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/700.png
Hawlucha,Fighting,Flying,500,78,92,75,74,63,118,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/701.png
Dedenne,Electric,Fairy,431,67,58,57,81,67,101,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/702.png
Carbink,Rock,Fairy,500,50,50,150,50,150,50,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/703.png
Goomy,Dragon,,300,45,50,35,55,75,40,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/704.png
Sliggoo,Dragon,,452,68,75,53,83,113,60,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/705.png
Goodra,Dragon,,600,90,100,70,110,150,80,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/706.png
Klefki,Steel,Fairy,470,57,80,91,80,87,75,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/707.png
Phantump,Ghost,Grass,309,43,70,48,50,60,38,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/708.png
Trevenant,Ghost,Grass,474,85,110,76,65,82,56,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/709.png
PumpkabooAverage Size,Ghost,Grass,335,49,66,70,44,55,51,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/710.png
PumpkabooSmall Size,Ghost,Grass,335,44,66,70,44,55,56,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10027.png
PumpkabooLarge Size,Ghost,Grass,335,54,66,70,44,55,46,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10028.png
PumpkabooSuper Size,Ghost,Grass,335,59,66,70,44,55,41,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10029.png
GourgeistAverage Size,Ghost,Grass,494,65,90,122,58,75,84,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/711.png
GourgeistSmall Size,Ghost,Grass,494,55,85,122,58,75,99,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10030.png
GourgeistLarge Size,Ghost,Grass,494,75,95,122,58,75,69,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10031.png
GourgeistSuper Size,Ghost,Grass,494,85,100,122,58,75,54,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10032.png
Bergmite,Ice,,304,55,69,85,32,35,28,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/712.png
Avalugg,Ice,,514,95,117,184,44,46,28,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/713.png
Noibat,Flying,Dragon,245,40,30,35,45,40,55,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/714.png
Noivern,Flying,Dragon,535,85,70,80,97,80,123,6,FALSE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/715.png
Xerneas,Fairy,,680,126,131,95,131,98,99,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/716.png
Yveltal,Dark,Flying,680,126,131,95,131,98,99,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/717.png
Zygarde50% Forme,Dragon,Ground,600,108,100,121,81,95,95,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/718.png
Diancie,Rock,Fairy,600,50,100,150,100,150,50,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/719.png
DiancieMega Diancie,Rock,Fairy,700,50,160,110,160,110,110,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10075.png
HoopaHoopa Confined,Psychic,Ghost,600,80,110,60,150,130,70,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/720.png
HoopaHoopa Unbound,Psychic,Dark,680,80,160,60,170,130,80,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10086.png
Volcanion,Fire,Water,600,80,110,120,130,90,70,6,TRUE,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/721.png
